"yearNumber","Time","dcAnnualHealthUS","dcOUDNoTxExcess","dcOUDTxExcess","dcMethadone","dcBuprenorphine","dcNaltrexone","dcOverdoseNonfatal","dcOverdoseFatal","dcNetProductivity","dcCM","dcTherapy","dcHubSpoke","dcED","dcTH","nRun"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,6811.88196936912,5113.99111521738,14522.0194850264,4249.44660194175,3463.82524271845,749371.844660194,1009.19254356272,1338.1627685847,9518.13974462021,161.041386427273,0,"320"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,6613.47764016419,4965.03991768677,14099.0480437149,4125.6763125648,3362.93712885286,727545.480252616,1959.59717196644,2598.37430793146,18481.8247468354,312.701721218007,0,"320"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,6420.85207782931,4820.42710455027,13688.3961589465,4005.51098307263,3264.98750374064,706354.835196714,2853.78228927152,3784.04025426912,26915.2787575272,455.390856142728,0,"320"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,6233.83696876632,4680.02631509735,13289.705008686,3888.84561463362,3169.89078033072,685781.393394868,2770.66241676847,3673.82548958167,26131.338599541,442.127044798765,0,"320"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,6052.26890171488,4543.71486902655,12902.6262220252,3775.57826663458,3077.56386439876,665807.17805327,2689.9635114257,3566.82086367152,25370.2316500398,429.249558057053,0,"320"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,5875.9892249659,4411.37365924908,12526.8215747818,3665.60996760639,2987.92608194054,646414.735974049,2611.6150596366,3462.93287735099,24631.2928641163,416.747143744712,0,"320"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,5704.84390773388,4282.88704781464,12161.9626939629,3558.84462874406,2900.89910868014,627587.122304901,2535.54860158893,3362.0707547097,23913.8765671032,404.608877422051,0,"320"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,5538.68340556687,4158.14276486858,11807.7307708377,3455.18895994569,2816.4069016312,609307.885732914,2461.69767144556,3264.14636379583,23217.3558903915,392.824152836942,0,"320"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,5377.36252967658,4037.03181055202,11463.8162823667,3354.55238829679,2734.37563265165,591561.054109625,2389.99773926754,3169.0741396076,22541.122223681,381.382672657225,0,"320"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,5220.74032007435,3919.44835975924,11129.9187207444,3256.84697892892,2654.73362393364,574331.120494782,2320.38615462868,3076.77100932777,21884.5846831855,370.274439473034,0,"320"
0,2021,6520,7598,6078,7392.318700006,8085.97912776168,12663.6863582593,4376.93,3567.74,771853,0,0,0,0,0,"321"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,7177.00844660777,7850.46517258415,12294.8411245236,4249.44660194175,3463.82524271845,749371.844660194,927.805537693609,1563.82839454784,9549.06975012612,191.740407648596,0,"321"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,6967.96936563861,7621.81084716908,11936.7389558481,4125.6763125648,3362.93712885286,727545.480252616,1801.56415086138,3036.55998941328,18541.8830099536,372.311471162322,0,"321"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,6765.01880159088,7399.81635647483,11589.0669474254,4005.51098307263,3264.98750374064,706354.835196714,2623.63711290492,4422.174741864,27002.7422475053,542.201171595614,0,"321"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,6567.97941902027,7184.28772473285,11251.52130818,3888.84561463362,3169.89078033072,685781.393394868,2547.22049796594,4293.37353579029,26216.2546092284,526.408904461761,0,"321"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,6376.6790475925,6975.03662595422,10923.8070953204,3775.57826663458,3077.56386439876,665807.17805327,2473.02960967567,4168.32382115563,25452.6743778917,511.076606273555,0,"321"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,6190.9505316432,6771.88021937303,10605.6379566217,3665.60996760639,2987.92608194054,646414.735974049,2400.99962104434,4046.91633121905,24711.3343474676,496.190879877238,0,"321"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,6010.63158411961,6574.64098968255,10296.7358802153,3558.84462874406,2900.89910868014,627587.122304901,2331.06759324693,3929.04498176607,23991.5867451142,481.738718327415,0,"321"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,5835.56464477632,6383.14659192481,9996.8309516653,3455.18895994569,2816.4069016312,609307.885732914,2263.17242062809,3814.60677841366,23292.8026651594,467.707493521762,0,"321"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,5665.59674250128,6197.22970089787,9705.66111812165,3354.55238829679,2734.37563265165,591561.054109625,2197.25477730882,3703.5017266152,22614.3715195723,454.08494516676,0,"321"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,5500.57936165173,6016.72786494939,9422.97195934141,3256.84697892892,2654.73362393364,574331.120494782,2133.25706534837,3595.63274428661,21955.7005044391,440.859170064815,0,"321"
0,2021,6520,7598,6078,5790.73147571087,5150.88756908081,15292.1031329357,4376.93,3567.74,771853,0,0,0,0,0,"322"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,5622.06939389405,5000.86171755418,14846.7020708114,4249.44660194175,3463.82524271845,749371.844660194,1096.72234663047,1125.15121911242,12160.4856128756,212.972794688798,0,"322"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,5458.31979989713,4855.20555102348,14414.2738551567,4125.6763125648,3362.93712885286,727545.480252616,2129.55795462226,2184.75964876199,23612.5934230594,413.539407162715,0,"322"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,5299.33961155061,4713.79179711017,13994.4406360744,4005.51098307263,3264.98750374064,706354.835196714,3101.29799216835,3181.68880887668,34387.2719753293,602.241855091332,0,"322"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,5144.98991412681,4576.49689039822,13586.8355690043,3888.84561463362,3169.89078033072,685781.393394868,3010.96892443529,3089.01826104532,33385.7009469216,584.700830185759,0,"322"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,4995.13583895807,4443.20086446429,13191.1024941789,3775.57826663458,3077.56386439876,665807.17805327,2923.27080042261,2999.04685538381,32413.3018902152,567.670708918213,0,"322"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,4849.64644559036,4313.78724705271,12806.8956254164,3665.60996760639,2987.92608194054,646414.735974049,2838.12699070156,2911.69597610079,31469.2251361312,551.136610600206,0,"322"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,4708.39460736928,4188.14295830361,12433.8792479771,3558.84462874406,2900.89910868014,627587.122304901,2755.46309776851,2826.88929718523,30552.6457632342,535.084087961366,0,"322"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,4571.25690035852,4066.15821194525,12071.7274252205,3455.18895994569,2816.4069016312,609307.885732914,2675.20689103738,2744.55271571381,29662.7628769264,519.499114525598,0,"322"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,4438.11349549371,3947.72641936432,11720.1237138063,3354.55238829679,2734.37563265165,591561.054109625,2597.28824372562,2664.61428710079,28798.7989096373,504.368072354949,0,"322"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,4308.84805387739,3832.74409647021,11378.7608871906,3256.84697892892,2654.73362393364,574331.120494782,2521.63907157827,2587.00416223378,27959.9989413954,489.677740150436,0,"322"
0,2021,6520,7598,6078,8111.31564949872,7754.10082048038,17154.9138073602,4376.93,3567.74,771853,0,0,0,0,0,"323"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,7875.0637373774,7528.25322376736,16655.2561236507,4249.44660194175,3463.82524271845,749371.844660194,1392.97540808883,1343.598866246,13205.2342454541,149.090853318247,0,"323"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,7645.69294891009,7308.98371239549,16170.1515763599,4125.6763125648,3362.93712885286,727545.480252616,2704.80661764822,2608.92983737088,25641.2315445711,289.496802559702,0,"323"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,7423.00286301951,7096.10069164611,15699.1762877281,4005.51098307263,3264.98750374064,706354.835196714,3939.03876356536,3799.4123845207,37341.599336754,421.597285281119,0,"323"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,7206.79889613545,6889.41814722923,15241.9187259496,3888.84561463362,3169.89078033072,685781.393394868,3824.30947918967,3688.74988788417,36253.9799385961,409.317752700116,0,"323"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,6996.89213217034,6688.75548274683,14797.9793455821,3775.57826663458,3077.56386439876,665807.17805327,3712.92182445599,3581.31057076133,35198.0387753361,397.395876407879,0,"323"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,6793.09915744693,6493.93736189012,14366.9702384292,3665.60996760639,2987.92608194054,646414.735974049,3604.77847034563,3477.00055413721,34172.8531799379,385.821239230951,0,"323"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,6595.24190043391,6304.79355523313,13948.5147945915,3558.84462874406,2900.89910868014,627587.122304901,3499.78492266566,3375.7286933371,33177.527359163,374.58372740869,0,"323"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,6403.14747614943,6121.15879148848,13542.2473733898,3455.18895994569,2816.4069016312,609307.885732914,3397.84943948122,3277.40649838553,32211.1916108379,363.67352175601,0,"323"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,6216.64803509653,5942.87261309561,13147.8129838736,3354.55238829679,2734.37563265165,591561.054109625,3298.88295095264,3181.94805668498,31273.0015639203,353.081089083505,0,"323"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,6035.58061659857,5769.77923601515,12764.8669746345,3256.84697892892,2654.73362393364,574331.120494782,3202.79898150742,3089.26995794659,30362.1374406993,342.79717386748,0,"323"
0,2021,6520,7598,6078,6663.21390902973,7678.54625159525,11773.8529759713,4376.93,3567.74,771853,0,0,0,0,0,"324"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,6469.13971750459,7454.89927339345,11430.9252193896,4249.44660194175,3463.82524271845,749371.844660194,937.173646654328,1117.91629086152,10693.8605607133,172.015617493661,0,"324"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,6280.71817233455,7237.76628484801,11097.9856498928,4125.6763125648,3362.93712885286,727545.480252616,1819.75465369772,2170.7112443913,20764.7777877928,334.010907754681,0,"324"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,6097.78463333452,7026.95755810486,10774.7433494105,4005.51098307263,3264.98750374064,706354.835196714,2650.128136453,3161.22996756015,30239.9676521255,486.423652069923,0,"324"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,5920.17925566458,6822.28889136394,10460.9158732141,3888.84561463362,3169.89078033072,685781.393394868,2572.93993830388,3069.15530831083,29359.1918952675,472.255972883421,0,"324"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,5747.74685015979,6623.58144792616,10156.2290031205,3775.57826663458,3077.56386439876,665807.17805327,2497.99994010085,2979.76243525323,28504.0698012306,458.50094454701,0,"324"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,5580.33674772795,6430.66159992831,9860.41650788395,3665.60996760639,2987.92608194054,646414.735974049,2425.24266029209,2892.97323810993,27673.854175952,445.146548103894,0,"324"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,5417.80266769704,6243.36077662943,9573.21991056694,3558.84462874406,2900.89910868014,627587.122304901,2354.60452455543,2808.71188166013,26867.8195883029,432.181114663974,0,"324"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,5260.00258999712,6061.51531711595,9294.38826268635,3455.18895994569,2816.4069016312,609307.885732914,2286.02381024799,2726.90473947585,26085.2617362164,419.593315207742,0,"324"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,5106.79863106517,5884.96632729704,9023.67792493821,3354.55238829679,2734.37563265165,591561.054109625,2219.44059247378,2647.4803295882,25325.4968312781,407.372150687128,0,"324"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,4958.05692336424,5713.55954106508,8760.85235430894,3256.84697892892,2654.73362393364,574331.120494782,2154.79669172211,2570.36925202738,24587.8610012408,395.506942414688,0,"324"
0,2021,6520,7598,6078,7303.36788290017,6361.95262160618,19585.7852017966,4376.93,3567.74,771853,0,0,0,0,0,"325"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,7090.64843000017,6176.65303068561,19015.3254386374,4249.44660194175,3463.82524271845,749371.844660194,1302.91386311459,1813.02457474983,12530.516007002,166.906550126626,0,"325"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,6884.12468932055,5996.75051522875,18461.4810083859,4125.6763125648,3362.93712885286,727545.480252616,2529.92983129047,3520.4360674754,24331.0990427223,324.090388595391,0,"325"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,6683.61620322384,5822.08787886286,17923.7679693067,4005.51098307263,3264.98750374064,706354.835196714,3684.36383197642,5126.84864195446,35433.6393826053,471.976294070958,0,"325"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,6488.94777012023,5652.51250375035,17401.716475055,3888.84561463362,3169.89078033072,685781.393394868,3577.05226405477,4977.52295335384,34401.5916335973,458.229411719377,0,"325"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,6299.94929137886,5487.87621723335,16894.8703641311,3775.57826663458,3077.56386439876,665807.17805327,3472.86627578133,4832.54655665422,33399.6035277644,444.882923999395,0,"325"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,6116.45562269792,5328.03516236248,16402.7867612923,3665.60996760639,2987.92608194054,646414.735974049,3371.71483085566,4691.7927734507,32426.7995415188,431.925168931451,0,"325"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,5938.30642980381,5172.84967219658,15925.0356905751,3558.84462874406,2900.89910868014,627587.122304901,3273.50954452006,4555.13861500068,31482.32965196,419.344824205292,0,"325"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,5765.34604835321,5022.18414776367,15461.1996995874,3455.18895994569,2816.4069016312,609307.885732914,3178.16460633016,4422.46467475794,30565.368594136,407.130897286692,0,"325"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,5597.42334791574,4875.90693957638,15010.8734947451,3354.55238829679,2734.37563265165,591561.054109625,3085.59670517491,4293.65502403683,29675.1151399378,395.272715812322,0,"325"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,5434.3915999182,4733.89023259842,14573.6635871311,3256.84697892892,2654.73362393364,574331.120494782,2995.72495648049,4168.59711071537,28810.7913979979,383.75991826439,0,"325"
0,2021,6520,7598,6078,8358.6121919204,6094.89999498473,15783.8363822186,4376.93,3567.74,771853,0,0,0,0,0,"326"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,8115.15746788389,5917.37863590751,15324.1129924453,4249.44660194175,3463.82524271845,749371.844660194,917.862423062309,1204.27743236995,9907.22447094721,214.483336183022,0,"326"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,7878.79365813969,5745.02780185195,14877.7796043158,4125.6763125648,3362.93712885286,727545.480252616,1782.25713215982,2338.40278130088,19237.3290698004,416.472497442762,0,"326"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,7649.31423120359,5577.69689500189,14444.4462177823,4005.51098307263,3264.98750374064,706354.835196714,2595.52009537838,3405.44094364206,28015.527771554,606.51334579043,0,"326"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,7426.51867107144,5415.23970388533,14023.7341920217,3888.84561463362,3169.89078033072,685781.393394868,2519.92242269746,3306.25334334181,27199.5415257806,588.847908534398,0,"326"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,7210.21230201111,5257.51427561683,13615.2759145842,3775.57826663458,3077.56386439876,665807.17805327,2446.52662397812,3209.9547022736,26407.3218696899,571.696998577086,0,"326"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,7000.20611845739,5104.382791861,13218.7144801788,3665.60996760639,2987.92608194054,646414.735974049,2375.26856696905,3116.46087599379,25638.1765725145,555.045629686491,0,"326"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,6796.31661986154,4955.71144840874,12833.7033788144,3558.84462874406,2900.89910868014,627587.122304901,2306.08598734859,3025.69017086775,24891.433565548,538.879252122807,0,"326"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,6598.36565035101,4811.37033826091,12459.9061930237,3455.18895994569,2816.4069016312,609307.885732914,2238.91843431902,2937.56327268714,24166.440354901,523.183739925055,0,"326"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,6406.18024305923,4671.23333811739,12096.9963039065,3354.55238829679,2734.37563265165,591561.054109625,2173.70721778545,2852.00317736615,23462.5634513602,507.945378568015,0,"326"
